object_code,object_description,2019_actuals,2020_actuals,2021_budget,2021_actuals,2022_proposed_budget,2022_adopted_budget,fund_number,fund_name,org_key,department,fund_category,report_date
3911506,Op Tsfr from Water & Sewerage,4322730,4216211,10481110,0,0,0,510,W&S Bond 2002 Series,510000000,W&S 2002 Revenue Bonds,INTERNAL SERVICE FUNDS,2021-12-31
3936110,Premiums on bonds sold,752229,742705,92150,0,0,0,510,W&S Bond 2002 Series,510000000,W&S 2002 Revenue Bonds,INTERNAL SERVICE FUNDS,2021-12-31
3951110,Encumbrance Carry Forwards,0,0,0,0,0,0,510,W&S Bond 2002 Series,510000000,W&S 2002 Revenue Bonds,INTERNAL SERVICE FUNDS,2021-12-31
3951120,Capital Project Carry Forwards,0,0,396380,0,0,0,510,W&S Bond 2002 Series,510000000,W&S 2002 Revenue Bonds,INTERNAL SERVICE FUNDS,2021-12-31
3611110,Interest revenues,18541,7296,0,0,0,0,511,W&S Bond 2004 Series,511000000,W&S Bond 2004 Series,INTERNAL SERVICE FUNDS,2021-12-31
3611120,Investment Earnings,6167,882,0,20,0,0,511,W&S Bond 2004 Series,511000000,W&S Bond 2004 Series,INTERNAL SERVICE FUNDS,2021-12-31
3911506,Op Tsfr from Water & Sewerage,6310800,6310800,6319820,0,0,0,511,W&S Bond 2004 Series,511000000,W&S Bond 2004 Series,INTERNAL SERVICE FUNDS,2021-12-31
3936110,Premiums on bonds sold,536462,536462,536470,0,0,0,511,W&S Bond 2004 Series,511000000,W&S Bond 2004 Series,INTERNAL SERVICE FUNDS,2021-12-31
3951110,Encumbrance Carry Forwards,0,0,189420,0,0,0,511,W&S Bond 2004 Series,511000000,W&S Bond 2004 Series,INTERNAL SERVICE FUNDS,2021-12-31
3951120,Capital Project Carry Forwards,0,0,350650,0,0,0,511,W&S Bond 2004 Series,511000000,W&S Bond 2004 Series,INTERNAL SERVICE FUNDS,2021-12-31
3611110,Interest revenues,-15582,-4793,0,0,0,0,512,W&S Bond 2012 Series,512000000,W&S 2012 Revenue Bonds,INTERNAL SERVICE FUNDS,2021-12-31
3611120,Investment Earnings,308352,61912,1000,1587,1000,1000,512,W&S Bond 2012 Series,512000000,W&S 2012 Revenue Bonds,INTERNAL SERVICE FUNDS,2021-12-31
3911506,Op Tsfr from Water & Sewerage,1547525,1547525,1547530,0,1551940,1551940,512,W&S Bond 2012 Series,512000000,W&S 2012 Revenue Bonds,INTERNAL SERVICE FUNDS,2021-12-31
3951110,Encumbrance Carry Forwards,0,0,294110,0,0,0,512,W&S Bond 2012 Series,512000000,W&S 2012 Revenue Bonds,INTERNAL SERVICE FUNDS,2021-12-31
3951120,Capital Project Carry Forwards,0,0,514680,0,0,0,512,W&S Bond 2012 Series,512000000,W&S 2012 Revenue Bonds,INTERNAL SERVICE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,38590,0,34530,34530,512,W&S Bond 2012 Series,512000000,W&S 2012 Revenue Bonds,INTERNAL SERVICE FUNDS,2021-12-31
3611110,Interest revenues,26727,9886,0,0,0,0,513,W&S Taxable Rev Bds Series 2013,513000000,W&S Rev Bds Series 2013,INTERNAL SERVICE FUNDS,2021-12-31
3611120,Investment Earnings,320,62,25000,1,25000,25000,513,W&S Taxable Rev Bds Series 2013,513000000,W&S Rev Bds Series 2013,INTERNAL SERVICE FUNDS,2021-12-31
3911506,Op Tsfr from Water & Sewerage,1720147,1716047,1716200,0,1718860,1718860,513,W&S Taxable Rev Bds Series 2013,513000000,W&S Rev Bds Series 2013,INTERNAL SERVICE FUNDS,2021-12-31
3936110,Premiums on bonds sold,4115,4115,0,0,0,0,513,W&S Taxable Rev Bds Series 2013,513000000,W&S Rev Bds Series 2013,INTERNAL SERVICE FUNDS,2021-12-31
3611110,Interest revenues,-27420,-5920,0,0,0,0,514,W&S Bond 2014 Series,514000000,W&S 2014 Bond Issue,INTERNAL SERVICE FUNDS,2021-12-31
3611120,Investment Earnings,75386,13159,5000,237,1000,1000,514,W&S Bond 2014 Series,514000000,W&S 2014 Bond Issue,INTERNAL SERVICE FUNDS,2021-12-31
3911506,Op Tsfr from Water & Sewerage,1942987,1944987,1945390,0,1949510,1949510,514,W&S Bond 2014 Series,514000000,W&S 2014 Bond Issue,INTERNAL SERVICE FUNDS,2021-12-31
3936110,Premiums on bonds sold,105698,105698,109600,0,109600,109600,514,W&S Bond 2014 Series,514000000,W&S 2014 Bond Issue,INTERNAL SERVICE FUNDS,2021-12-31
3951110,Encumbrance Carry Forwards,0,0,1678060,0,0,0,514,W&S Bond 2014 Series,514000000,W&S 2014 Bond Issue,INTERNAL SERVICE FUNDS,2021-12-31
3951120,Capital Project Carry Forwards,0,0,1790640,0,2000000,2000000,514,W&S Bond 2014 Series,514000000,W&S 2014 Bond Issue,INTERNAL SERVICE FUNDS,2021-12-31
3611110,Interest revenues,17720,95790,0,0,0,0,515,W&S Bonds 2019 Issue,515000000,W&S Bonds 2019 Series,INTERNAL SERVICE FUNDS,2021-12-31
3611120,Investment Earnings,0,111279,100000,0,50000,50000,515,W&S Bonds 2019 Issue,515000000,W&S Bonds 2019 Series,INTERNAL SERVICE FUNDS,2021-12-31
3911506,Op Tsfr from Water & Sewerage,0,246750,493500,0,2285970,2285970,515,W&S Bonds 2019 Issue,515000000,W&S Bonds 2019 Series,INTERNAL SERVICE FUNDS,2021-12-31
3933110,Revenue Bonds Proceeds,0,0,0,0,0,0,515,W&S Bonds 2019 Issue,515000000,W&S Bonds 2019 Series,INTERNAL SERVICE FUNDS,2021-12-31
3951120,Capital Project Carry Forwards,0,0,15494960,0,1500000,1500000,515,W&S Bonds 2019 Issue,515000000,W&S Bonds 2019 Series,INTERNAL SERVICE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,4200000,0,4450000,4450000,515,W&S Bonds 2019 Issue,515000000,W&S Bonds 2019 Series,INTERNAL SERVICE FUNDS,2021-12-31
3149110,Other Excise Tax,3778,0,0,0,0,0,541,Waste Management Fund,541000000,Waste Management Fund,INTERNAL SERVICE FUNDS,2021-12-31
3441111,Landfill Tipping Fees,0,0,0,1614,0,0,541,Waste Management Fund,541000000,Waste Management Fund,INTERNAL SERVICE FUNDS,2021-12-31
3441112,Landfill Fees-Collection Contr,2651161,3021613,3000000,2325748,3000000,3000000,541,Waste Management Fund,541000000,Waste Management Fund,INTERNAL SERVICE FUNDS,2021-12-31
3441113,Landfill Fees-Intergovernmenta,336830,215454,230000,165742,230000,230000,541,Waste Management Fund,541000000,Waste Management Fund,INTERNAL SERVICE FUNDS,2021-12-31
3441114,Landfill Fees-Commerical,14428137,13508947,11700000,11034214,12750000,12750000,541,Waste Management Fund,541000000,Waste Management Fund,INTERNAL SERVICE FUNDS,2021-12-31
3441120,Garbage Collection Fees,0,30,0,0,0,0,541,Waste Management Fund,541000000,Waste Management Fund,INTERNAL SERVICE FUNDS,2021-12-31
3441123,Methane Gas,191515,5781,0,0,200000,200000,541,Waste Management Fund,541000000,Waste Management Fund,INTERNAL SERVICE FUNDS,2021-12-31
3441210,Sale of Recycled Materials,12049,9040,10000,685,10000,10000,541,Waste Management Fund,541000000,Waste Management Fund,INTERNAL SERVICE FUNDS,2021-12-31
3441220,Recycle - Metal Bins,11729,14039,16000,40780,20000,20000,541,Waste Management Fund,541000000,Waste Management Fund,INTERNAL SERVICE FUNDS,2021-12-31
3441230,Recycle Fees-Mulch,59,12,0,0,0,0,541,Waste Management Fund,541000000,Waste Management Fund,INTERNAL SERVICE FUNDS,2021-12-31
3441240,Recycle Fees - Tires,10509,7789,7000,7446,8500,8500,541,Waste Management Fund,541000000,Waste Management Fund,INTERNAL SERVICE FUNDS,2021-12-31
3482110,Passenger fare,0,0,0,0,0,0,541,Waste Management Fund,541000000,Waste Management Fund,INTERNAL SERVICE FUNDS,2021-12-31
3493110,Returned Check Fee,230,75,0,25,0,0,541,Waste Management Fund,541000000,Waste Management Fund,INTERNAL SERVICE FUNDS,2021-12-31
3611110,Interest revenues,669744,259924,270000,0,270000,270000,541,Waste Management Fund,541000000,Waste Management Fund,INTERNAL SERVICE FUNDS,2021-12-31
3811410,Recycling Plant Lease,5833,0,0,0,0,0,541,Waste Management Fund,541000000,Waste Management Fund,INTERNAL SERVICE FUNDS,2021-12-31
3891110,Miscellaneous Income,890,1291,0,1895,0,0,541,Waste Management Fund,541000000,Waste Management Fund,INTERNAL SERVICE FUNDS,2021-12-31
3911230,Oper Trf fr ARPA-City,0,0,36560,36560,0,0,541,Waste Management Fund,541000000,Waste Management Fund,INTERNAL SERVICE FUNDS,2021-12-31
3923110,Property sale,0,0,0,64327,0,0,541,Waste Management Fund,541000000,Waste Management Fund,INTERNAL SERVICE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,16155310,0,0,0,541,Waste Management Fund,541000000,Waste Management Fund,INTERNAL SERVICE FUNDS,2021-12-31
3441310,CNG Sales,1472901,1595304,1375000,1410861,1300000,1300000,541,Waste Management Fund,541044550,CNG Station,INTERNAL SERVICE FUNDS,2021-12-31
3441122,Suburban Garbage Collection Fe,19806388,20310177,20731700,20421591,21249950,21249950,542,Garbage Collection Fund,542000000,Garbage Collection,INTERNAL SERVICE FUNDS,2021-12-31
3611110,Interest revenues,193000,80875,125000,0,125000,125000,542,Garbage Collection Fund,542000000,Garbage Collection,INTERNAL SERVICE FUNDS,2021-12-31
3911230,Oper Trf fr ARPA-City,0,0,11290,11290,0,0,542,Garbage Collection Fund,542000000,Garbage Collection,INTERNAL SERVICE FUNDS,2021-12-31
3911271,Op Tsfr from Urban Services Di,1114630,1050000,1050000,1050000,1050000,1050000,542,Garbage Collection Fund,542000000,Garbage Collection,INTERNAL SERVICE FUNDS,2021-12-31
3923110,Property sale,0,0,0,3075,0,0,542,Garbage Collection Fund,542000000,Garbage Collection,INTERNAL SERVICE FUNDS,2021-12-31
3951110,Encumbrance Carry Forwards,0,0,189700,0,0,0,542,Garbage Collection Fund,542000000,Garbage Collection,INTERNAL SERVICE FUNDS,2021-12-31
3951120,Capital Project Carry Forwards,0,0,55680,0,0,0,542,Garbage Collection Fund,542000000,Garbage Collection,INTERNAL SERVICE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,83430,0,0,0,542,Garbage Collection Fund,542000000,Garbage Collection,INTERNAL SERVICE FUNDS,2021-12-31
3441114,Landfill Fees-Commerical,0,0,0,0,0,0,543,Waste Management 2004 Bonds,543000000,Waste Management 2004,INTERNAL SERVICE FUNDS,2021-12-31
3611110,Interest revenues,99570,45174,0,0,0,0,543,Waste Management 2004 Bonds,543000000,Waste Management 2004,INTERNAL SERVICE FUNDS,2021-12-31
3611120,Investment Earnings,6303,216,0,0,0,0,543,Waste Management 2004 Bonds,543000000,Waste Management 2004,INTERNAL SERVICE FUNDS,2021-12-31
3911541,Op Tsfr from Waste Management,1027590,798030,798020,798020,0,0,543,Waste Management 2004 Bonds,543000000,Waste Management 2004,INTERNAL SERVICE FUNDS,2021-12-31
3936110,Premiums on bonds sold,13375,11750,0,0,0,0,543,Waste Management 2004 Bonds,543000000,Waste Management 2004,INTERNAL SERVICE FUNDS,2021-12-31
3611110,Interest revenues,96577,36690,0,0,0,0,544,Solid Waste Revenue Bond Series 2010,544000000,Solid Waste Rev Bd Serie 2010,INTERNAL SERVICE FUNDS,2021-12-31
3911541,Op Tsfr from Waste Management,693960,695360,687690,687690,702990,702990,544,Solid Waste Revenue Bond Series 2010,544000000,Solid Waste Rev Bd Serie 2010,INTERNAL SERVICE FUNDS,2021-12-31
3139110,Other Sales Tax,747450,747450,747450,747450,747450,747450,546,Augusta Public Transit System,546000000,Augusta Public Transit System,INTERNAL SERVICE FUNDS,2021-12-31
3311112,Federal Transit Operating Asst,0,0,0,0,1000000,1000000,546,Augusta Public Transit System,546000000,Augusta Public Transit System,INTERNAL SERVICE FUNDS,2021-12-31
3312112,Fed Op Grt-Opr-Noncat-Dir-Tran,0,0,0,0,0,0,546,Augusta Public Transit System,546000000,Augusta Public Transit System,INTERNAL SERVICE FUNDS,2021-12-31
3441220,Recycle - Metal Bins,0,0,0,903,0,0,546,Augusta Public Transit System,546000000,Augusta Public Transit System,INTERNAL SERVICE FUNDS,2021-12-31
3482110,Passenger fare,441083,109519,490000,152158,490000,490000,546,Augusta Public Transit System,546000000,Augusta Public Transit System,INTERNAL SERVICE FUNDS,2021-12-31
3482310,Special Transit Fares,90524,8296,75000,0,75000,75000,546,Augusta Public Transit System,546000000,Augusta Public Transit System,INTERNAL SERVICE FUNDS,2021-12-31
3483110,ADA Fares,71140,17917,60330,25921,60330,60330,546,Augusta Public Transit System,546000000,Augusta Public Transit System,INTERNAL SERVICE FUNDS,2021-12-31
3611110,Interest revenues,-455965,-203861,0,0,0,0,546,Augusta Public Transit System,546000000,Augusta Public Transit System,INTERNAL SERVICE FUNDS,2021-12-31
3831990,Other Rental Fees,15942,15523,15380,16257,16260,16260,546,Augusta Public Transit System,546000000,Augusta Public Transit System,INTERNAL SERVICE FUNDS,2021-12-31
3891110,Miscellaneous Income,305,0,0,384,0,0,546,Augusta Public Transit System,546000000,Augusta Public Transit System,INTERNAL SERVICE FUNDS,2021-12-31
3911101,Op Tsfr from General Fund,3038455,3265360,0,0,0,0,546,Augusta Public Transit System,546000000,Augusta Public Transit System,INTERNAL SERVICE FUNDS,2021-12-31
3911230,Oper Trf fr ARPA-City,0,0,13690,13690,2209120,2209120,546,Augusta Public Transit System,546000000,Augusta Public Transit System,INTERNAL SERVICE FUNDS,2021-12-31
3911235,Op Trsf fr TIA,500000,500000,500000,500000,650000,650000,546,Augusta Public Transit System,546000000,Augusta Public Transit System,INTERNAL SERVICE FUNDS,2021-12-31
3911271,Op Tsfr from Urban Services Di,405950,405950,405950,405950,637300,637300,546,Augusta Public Transit System,546000000,Augusta Public Transit System,INTERNAL SERVICE FUNDS,2021-12-31
3911297,Opr Trf from Transporation/Tou,133000,147000,143000,143000,0,0,546,Augusta Public Transit System,546000000,Augusta Public Transit System,INTERNAL SERVICE FUNDS,2021-12-31
3911547,Op Trsf from Transit Cap Grt,0,0,702940,0,0,0,546,Augusta Public Transit System,546000000,Augusta Public Transit System,INTERNAL SERVICE FUNDS,2021-12-31
3923110,Property sale,506600,0,0,580,0,0,546,Augusta Public Transit System,546000000,Augusta Public Transit System,INTERNAL SERVICE FUNDS,2021-12-31
3313112,Federal Transit Capital Asst,0,1815328,0,0,0,0,546,Augusta Public Transit System,546091120,Non-Urban Transit Operations,INTERNAL SERVICE FUNDS,2021-12-31
3341110,Ga-Transit Operating Asst,137006,264643,141980,152472,141980,141980,546,Augusta Public Transit System,546091120,Non-Urban Transit Operations,INTERNAL SERVICE FUNDS,2021-12-31
3482110,Passenger fare,39012,9259,42260,12559,42260,42260,546,Augusta Public Transit System,546091120,Non-Urban Transit Operations,INTERNAL SERVICE FUNDS,2021-12-31
3483110,ADA Fares,0,0,0,129,0,0,546,Augusta Public Transit System,546091120,Non-Urban Transit Operations,INTERNAL SERVICE FUNDS,2021-12-31
3311112,Federal Transit Operating Asst,0,0,0,0,0,0,546,Augusta Public Transit System,546091226,FTA 5307/5339,INTERNAL SERVICE FUNDS,2021-12-31
3312112,Fed Op Grt-Opr-Noncat-Dir-Tran,0,0,0,0,2193490,2193490,546,Augusta Public Transit System,546091226,FTA 5307/5339,INTERNAL SERVICE FUNDS,2021-12-31
3312112,Fed Op Grt-Opr-Noncat-Dir-Tran,0,0,3802630,2303463,0,0,546,Augusta Public Transit System,546091227,FTA Cares Act Grant,INTERNAL SERVICE FUNDS,2021-12-31
3313112,Federal Transit Capital Asst,0,0,0,0,0,0,546,Augusta Public Transit System,546091227,FTA Cares Act Grant,INTERNAL SERVICE FUNDS,2021-12-31
3611110,Interest revenues,294528,160855,0,0,0,0,547,Transit Capital Grants,547000000,Transit Capital Grants,INTERNAL SERVICE FUNDS,2021-12-31
3911101,Op Tsfr from General Fund,608750,608750,0,0,0,0,547,Transit Capital Grants,547000000,Transit Capital Grants,INTERNAL SERVICE FUNDS,2021-12-31
3911230,Oper Trf fr ARPA-City,0,0,0,0,489180,489180,547,Transit Capital Grants,547000000,Transit Capital Grants,INTERNAL SERVICE FUNDS,2021-12-31
3911235,Op Trsf fr TIA,0,0,0,0,0,0,547,Transit Capital Grants,547000000,Transit Capital Grants,INTERNAL SERVICE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,1497190,0,0,0,547,Transit Capital Grants,547000000,Transit Capital Grants,INTERNAL SERVICE FUNDS,2021-12-31
3313112,Federal Transit Capital Asst,0,0,105040,0,166480,166480,547,Transit Capital Grants,547091120,Non-Urban Transit Ops(Rural),INTERNAL SERVICE FUNDS,2021-12-31
3341110,Ga-Transit Operating Asst,0,0,0,0,20810,20810,547,Transit Capital Grants,547091120,Non-Urban Transit Ops(Rural),INTERNAL SERVICE FUNDS,2021-12-31
3343110,Ga Transit Capital Asst,0,0,0,0,0,0,547,Transit Capital Grants,547091120,Non-Urban Transit Ops(Rural),INTERNAL SERVICE FUNDS,2021-12-31
3313112,Federal Transit Capital Asst,12336,0,0,0,0,0,547,Transit Capital Grants,547091210,APT Capital Grant X300,INTERNAL SERVICE FUNDS,2021-12-31
3313112,Federal Transit Capital Asst,146712,97080,11860,0,11860,11860,547,Transit Capital Grants,547091211,APT5307 Capital Grant X307,INTERNAL SERVICE FUNDS,2021-12-31
3313112,Federal Transit Capital Asst,286979,1560,0,0,0,0,547,Transit Capital Grants,547091214,APT5307 Capital Grant X330,INTERNAL SERVICE FUNDS,2021-12-31
3312112,Fed Op Grt-Opr-Noncat-Dir-Tran,0,0,0,0,1390,1390,547,Transit Capital Grants,547091215,APT5307 Capital Grant 343,INTERNAL SERVICE FUNDS,2021-12-31
3313112,Federal Transit Capital Asst,168865,22413,19800,6012,0,0,547,Transit Capital Grants,547091215,APT5307 Capital Grant 343,INTERNAL SERVICE FUNDS,2021-12-31
3313112,Federal Transit Capital Asst,804104,0,0,0,0,0,547,Transit Capital Grants,547091221,APT 5307 grt 2017-005,INTERNAL SERVICE FUNDS,2021-12-31
3313112,Federal Transit Capital Asst,768568,0,0,0,0,0,547,Transit Capital Grants,547091222,APT 5339 grt 2016-018,INTERNAL SERVICE FUNDS,2021-12-31
3313112,Federal Transit Capital Asst,75102,22761,0,0,0,0,547,Transit Capital Grants,547091223,APT 5307 grt 2017-036,INTERNAL SERVICE FUNDS,2021-12-31
3313112,Federal Transit Capital Asst,3176089,747324,174030,17035,105870,105870,547,Transit Capital Grants,547091224,APT5307 grt 2018-016-00,INTERNAL SERVICE FUNDS,2021-12-31
3313112,Federal Transit Capital Asst,206719,22640,80,0,0,0,547,Transit Capital Grants,547091225,APT5339 Grt 2018-026,INTERNAL SERVICE FUNDS,2021-12-31
3911335,Op Tsfr fr Capital Prj,51679,0,0,0,0,0,547,Transit Capital Grants,547091225,APT5339 Grt 2018-026,INTERNAL SERVICE FUNDS,2021-12-31
3313112,Federal Transit Capital Asst,0,0,2931730,291527,1754300,1754300,547,Transit Capital Grants,547091226,FTA 5307/5339 Grant,INTERNAL SERVICE FUNDS,2021-12-31
3361132,Private Grants,0,12201,0,0,0,0,547,Transit Capital Grants,547091226,FTA 5307/5339 Grant,INTERNAL SERVICE FUNDS,2021-12-31
3313112,Federal Transit Capital Asst,0,0,2650000,38005,2650000,2650000,547,Transit Capital Grants,547091227,FTA Cares Act Grant,INTERNAL SERVICE FUNDS,2021-12-31
3313112,Federal Transit Capital Asst,0,0,0,0,1161220,1161220,547,Transit Capital Grants,547091228,FTA FY21 TAP Grt,INTERNAL SERVICE FUNDS,2021-12-31
3911328,Op Trf From SLOST Phase VI,0,0,0,0,290310,290310,547,Transit Capital Grants,547091228,FTA FY21 TAP Grt,INTERNAL SERVICE FUNDS,2021-12-31
3311114,Federal Dept of Transport.,0,0,0,0,0,0,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3361132,Private Grants,10000,0,0,25000,0,0,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3481110,Parking fee,6894,7606,4000,3967,4000,4000,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492102,Motor Fuel Sales,149193,85098,144140,119369,120670,120670,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492103,Oil Sales,1761,1299,1000,1401,1000,1000,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492104,General Aviation - Miscellaneo,40904,33104,26750,60749,26750,26750,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492105,General Aviation Ramp Fees,2009280,429495,895290,1236390,1807760,1807760,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492106,General Aviation Labor,161154,158804,156660,189269,173520,173520,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492107,Catering,15448,7327,15450,11769,15450,15450,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492108,Facility Use,3150,500,2500,1450,2500,2500,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492109,Ground Handling Fees,25710,30680,22000,51625,22000,22000,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492110,Aircraft Cleaning Services,3158,2954,1000,1600,1000,1000,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492111,Aircraft Security Services,4135,386,5000,5735,5000,5000,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492112,Avjet Fuel,2589034,1638174,3202650,4212556,2973750,2973750,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492113,100LL Fuel,131083,126270,143170,182099,166930,166930,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492115,Diesel Fuel Sales,19525,11361,20000,15220,20000,20000,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492117,DESC Sales,574785,334478,400950,687209,665960,665960,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492201,Airline Landing Fees,1536520,1037870,1127520,1326430,1379640,1379640,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492202,Charter Landing Fees,14284,5438,10060,11697,10060,10060,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492203,Ga-Landing Fees,443580,226743,377250,444343,412050,412050,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492204,In To Plane Sales,2003279,936119,1627630,1761243,1741660,1741660,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492205,Apron Use Fee,185880,417272,417270,340141,340150,340150,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492206,Loading Bridge Fee,18000,138861,138860,95574,95570,95570,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492301,Airline Space Rental,965794,1106065,1124260,1068822,1068820,1068820,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492302,Airline Security,75035,330199,203310,250083,285020,285020,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492304,Concessions - Food & Beverage,94840,21640,90000,78078,90000,90000,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492307,Concessions - Miscellaneous,6738,4539,5000,5441,5000,5000,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492309,Terminal - Advertising,96287,29420,90000,59581,90000,90000,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492310,Passenger Assistance,0,58780,65420,95956,100420,100420,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492401,Parking Revenue,2990725,974118,1750850,1898103,2256940,2256940,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492402,Taxi Revenue,73061,35826,55000,44496,55000,55000,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492403,Rental Car - Commissions,1666045,1173308,1759340,1752006,1621880,1621880,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492404,Rental Car - Ready Return Spac,150060,214760,227760,227760,227760,227760,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492405,Rental Car - Service Area Rent,83024,83004,83000,83004,83000,83000,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492407,Parking Revenue - Miscellaneou,2400,2490,2400,1750,2400,2400,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492408,Rental Car Space Rental,70352,57672,55130,55136,55130,55130,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492503,Garrett Aviation Rental,480918,487245,487250,461081,487250,487250,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492504,Garrett Aviation Utilities Rei,2400,2400,2400,2200,2400,2400,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492505,Morris Hanger Rental,38692,38692,38700,38692,38700,38700,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492506,Office/Hanger Utility Reimb,8827,15806,11450,17040,11450,11450,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492507,Office/Hangar Rentals,96985,110673,104950,174739,104950,104950,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3492508,Other Property Rental,83077,78295,78360,85390,78360,78360,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3611110,Interest revenues,118965,102152,60000,236701,40000,40000,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3631110,Unrealized gain or loss on inv,176936,111911,80000,-248133,40000,40000,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3711110,Contributions And Donations Fr,0,0,0,0,0,0,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3891110,Miscellaneous Income,83483,28657,0,64830,0,0,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3911230,Oper Trf fr ARPA-City,0,0,173480,173480,0,0,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
